epoch,train_loss,train_acc,val_top1,val_top5,L_ae,L_diff,L_diffkd,T_curr,lr
49,5.168709654685778,0.2024338942307692,0.0,0.0,0.2567846026940223,0.439615315810228,0.8701631870025244,606,0.0340579473218345
50,5.129238852476463,0.1958733974358974,0.4177,0.6864,0.2544188837974499,0.4433927320517026,0.8682161847750346,602,0.0337231216900032
51,5.123073841975286,0.1939202724358974,0.0,0.0,0.2519663785512631,0.4428949045829284,0.8665999834354107,598,0.0333808647890076
52,5.120117505391439,0.1979066506410256,0.0,0.0,0.2492728548936355,0.4450622167342748,0.8640842755635579,594,0.0330313619569973
53,5.115243464249831,0.1895532852564102,0.0,0.0,0.2472525054063552,0.4481158410891508,0.8620522138399955,590,0.0326748024559215
54,5.005441404000306,0.2276842948717948,0.0,0.0,0.246423706641564,0.450290392148189,0.8580971091221541,586,0.03231137936904
55,5.038865382854755,0.2100761217948717,0.4449,0.7075,0.2435917229224474,0.4522987274023203,0.8573048652746739,582,0.0319412894963656
56,5.039701046087803,0.2321814903846153,0.0,0.0,0.2412172018717497,0.4536050515297131,0.8537775382017478,578,0.0315647332480931
57,5.0265965290558645,0.1665865384615384,0.0,0.0,0.2392727384200463,0.4572275618712107,0.8516553074885638,574,0.0311819145360738
58,4.975398168808375,0.2283353365384615,0.0,0.0,0.2379256210266015,0.4580389002958933,0.8482599200346531,570,0.0307930406633937
59,5.005307004390619,0.2486478365384615,0.0,0.0,0.2354370830150751,0.4586821785339942,0.845241511785067,566,0.0303983222121149
60,4.99223244251349,0.1886518429487179,0.461,0.7168,0.2335314587140694,0.4629581778477399,0.8442034012232071,562,0.029997972929242
61,4.998122777694311,0.2040464743589743,0.0,0.0,0.2314489249235544,0.4632156929908654,0.8417736573097033,558,0.0295922096109744
62,4.95047283906203,0.2376402243589743,0.0,0.0,0.2302609751621882,0.4660306606537256,0.8377128319862561,554,0.0291812519853069
63,4.825176739081359,0.2432692307692307,0.0,0.0,0.2300152362157137,0.4680043677488962,0.834636019437741,550,0.0287653225930436
63,4.960911807035789,0.2091947115384615,0.0,0.0,0.2281916392155182,0.4701258650192847,0.8365531979463039,550,0.0287653225930436
64,4.79428527416327,0.2572215544871795,0.0,0.0,0.2288348865814698,0.4702384338929103,0.8334913198764508,546,0.0283446466672879
65,4.869076052690164,0.2176883012820512,0.463,0.7186,0.2261405291465612,0.4722842936332409,0.831742114898486,542,0.0279194520114746
66,4.802068404662303,0.2283553685897436,0.0,0.0,0.2253599261626219,0.4732494774537208,0.82758945837999,538,0.027489968876011
67,4.862433833342332,0.2432992788461538,0.0,0.0,0.222571912025794,0.4726326170640114,0.8264944418882713,534,0.0270564298335912
68,4.804008603707338,0.2217147435897435,0.0,0.0,0.2214951285184958,0.4763296906764691,0.8232743733968491,530,0.026619069653255
69,4.916611596865532,0.2055288461538461,0.0,0.0,0.2187957928730891,0.4761243068254911,0.8227381700124496,526,0.0261781251732554
70,4.821640998889238,0.2353465544871794,0.4603,0.7209,0.2184186838376216,0.4793514621563446,0.8182075265126351,522,0.0257338351728072
71,4.741886793038784,0.2627403846153846,0.0,0.0,0.2178463591214938,0.4798834498112018,0.8169915349055559,518,0.0252864402427832
72,4.732517565213717,0.241826923076923,0.0,0.0,0.2164499263732861,0.481947249174118,0.8165523302860749,514,0.0248361826554307
73,4.674842677972255,0.242988782051282,0.0,0.0,0.2159104372446353,0.4834939545545823,0.8150285305121006,510,0.0243833062331763
74,4.6410240613497225,0.2588441506410256,0.0,0.0,0.2147355685631434,0.4828326867176936,0.8126929023326972,506,0.0239280562165917
75,4.732061190482898,0.2767928685897436,0.4871,0.7374,0.2123619404358741,0.4863880906349573,0.8120976882103162,502,0.0234706791315921
76,4.701164921736106,0.2409755608974359,0.0,0.0,0.2116366523198592,0.4871168517149412,0.8100032063630911,497,0.0230114226559377
77,4.633511785360483,0.2635516826923076,0.0,0.0,0.2110650546275652,0.490688939889272,0.8069900466845585,493,0.0225505354851117
78,4.703662072695218,0.2750600961538461,0.0,0.0,0.2087877551714579,0.4915190577507019,0.8077017389811002,489,0.0220882671976478
79,4.694102482917981,0.2787259615384615,0.0,0.0,0.2074369287643677,0.4927024202469067,0.8055867002560542,485,0.0216248681199784
80,4.627969579207591,0.2634815705128205,0.4885,0.7407,0.2070503559632179,0.4939722177309867,0.8051412805532798,481,0.0211605891908791
81,4.586100465823442,0.2609074519230769,0.0,0.0,0.2064728628366421,0.4939374393377548,0.8027270023639386,477,0.0206956818255803
82,4.655828973574516,0.2365584935897436,0.0,0.0,0.2047284049101365,0.4961188742747673,0.8034463971089094,473,0.0202303977796218
83,4.719645294776329,0.270703125,0.0,0.0,0.2026953602448488,0.4975971548985212,0.8037375896404951,469,0.0197649890125226
84,4.767663470292702,0.2737279647435897,0.0,0.0,0.2015027014108804,0.4982195342198396,0.8039046422029152,465,0.0192997075513403
85,4.596368332398243,0.2425180288461538,0.49,0.745,0.2020523155346895,0.5008192059321281,0.8019255644235855,461,0.0188348053541943
86,4.505540207104805,0.2730869391025641,0.0,0.0,0.2019082454534677,0.5020754852356055,0.8005606883611435,457,0.0183705341738257
87,4.594751569552299,0.2578926282051282,0.0,0.0,0.2000219952601653,0.5024203648933998,0.8013527741798988,453,0.017907145421269
88,4.538167721185928,0.2568209134615384,0.0,0.0,0.1998479115657317,0.5041968370095278,0.7998214642206828,449,0.0174448900297082
89,4.497899183860192,0.2390024038461538,0.0,0.0,0.1990873674551646,0.5045605364518287,0.7997807163458605,445,0.0169840183185926
90,4.543035123287103,0.2638120993589744,0.4941,0.7446,0.1980370768369772,0.5068388116665375,0.7986176720032325,441,0.0165247798580841
91,4.493524344762166,0.306660657051282,0.0,0.0,0.1973846463056711,0.5061914670161712,0.7978996921808291,437,0.0160674233339105
92,4.568098543851804,0.2981670673076923,0.0,0.0,0.1957662416574282,0.5064008352084037,0.797374492425185,433,0.0156121964126979
93,4.5007473688859205,0.2675380608974358,0.0,0.0,0.1956847974887261,0.5085938468957558,0.7960959526208731,429,0.0151593456078548
94,4.566986510692499,0.256650641025641,0.0,0.0,0.1941617510257623,0.5090620733224429,0.7961126550649985,425,0.0147091161460808
95,4.503412877596341,0.2666366185897436,0.4885,0.7444,0.1938933705672239,0.5098952840536068,0.7948471720402057,421,0.014261751834572
96,4.485579990729308,0.2979667467948718,0.0,0.0,0.1932996639838585,0.5112508727953984,0.7940716190215868,417,0.0138174949289951
97,4.414053224905944,0.3009715544871795,0.0,0.0,0.1933659940958023,0.512161160279543,0.7933926447843894,413,0.0133765860023015
98,4.351256934190408,0.2967648237179487,0.0,0.0,0.1929227096148026,0.5149589743369665,0.7929723583734952,409,0.0129392638144533
99,4.380536606372931,0.3140424679487179,0.0,0.0,0.19217353784121,0.5157529523739448,0.7919771573482416,405,0.01250576518313
100,4.397602824675731,0.2589443108974359,0.4982,0.7464,0.1914313009916207,0.5173430068370624,0.7919378072787554,401,0.0120763248554878
101,4.411284869756454,0.2896534455128205,0.0,0.0,0.1906269452510736,0.5170737205407558,0.7918321490287781,397,0.0116511753810399
102,4.446480354895958,0.2784955929487179,0.0,0.0,0.189582911821512,0.516834002886063,0.7924825591918749,393,0.0112305469857268
103,4.395000527455257,0.288271233974359,0.0,0.0,0.1895555675793916,0.5168507530139043,0.7917868088453244,389,0.010814667447245
104,4.416528992775159,0.3299479166666667,0.0,0.0,0.1886168558628131,0.5180181827300634,0.7921437615003342,385,0.010403761971701
105,4.343939569668892,0.3084234775641025,0.491,0.7488,0.1887095623291455,0.5196346124013265,0.7909484181648646,381,0.0099980530716588
106,4.422068584882296,0.2638421474358974,0.0,0.0,0.187383052935967,0.5191611892137772,0.7930374918839871,377,0.0095977604456448
107,4.262723574271569,0.3294170673076923,0.0,0.0,0.1884445691720033,0.5211494696445954,0.7908276270597409,373,0.0092031008591776
108,4.291989227441641,0.3075420673076923,0.0,0.0,0.1874082420116815,0.5208560052590493,0.7915162346301935,369,0.0088142880273854
109,4.309024813236334,0.3123197115384615,0.0,0.0,0.1868813290045811,0.5227459314541939,0.7922939138534741,365,0.0084315324992759
110,4.25466645925473,0.3218048878205128,0.5081,0.7584,0.1866584311693142,0.5222171872090071,0.7925702718588022,361,0.0080550415437196
111,4.225538004361666,0.272265625,0.0,0.0,0.1864929780746117,0.5244595367174882,0.7917227485241034,357,0.0076850190372108
112,4.315410430614765,0.3161658653846154,0.0,0.0,0.1855409551125306,0.5238317533945426,0.7932338696259719,353,0.0073216653534642
113,4.332397608879285,0.3148036858974359,0.0,0.0,0.1849524473532652,0.5243373921284309,0.7936989084268228,348,0.0069651772549096
114,4.266910293774727,0.3091947115384615,0.0,0.0,0.1846748140377876,0.5236193991624392,0.793785481269543,344,0.0066157477861412
115,4.199023424050747,0.319951923076923,0.505,0.7535,0.1849883048962324,0.5262004158435724,0.794234033425649,340,0.0062735661693807
116,4.170509333488269,0.2900140224358974,0.0,0.0,0.184953250334813,0.5252908677626879,0.7946362684934567,336,0.0059388177020098
117,4.142666973211827,0.3895532852564102,0.0,0.0,0.1846789175119155,0.5274005173108517,0.7947458514800438,332,0.0056116836562292
118,4.1723550931001325,0.3518930288461538,0.0,0.0,0.1840490150910157,0.5255399201160822,0.7959975734735146,328,0.0052923411808955
119,4.272909122858292,0.3423177083333333,0.0,0.0,0.1829165515991357,0.5263337621322045,0.7971987488942268,324,0.0049809632055927
120,4.337904233198899,0.3038461538461538,0.5121,0.7598,0.1821316460768381,0.5270284272157229,0.7980061167325729,320,0.0046777183469875
121,4.361687003649198,0.390264423076923,0.0,0.0,0.1818468612738144,0.5257160174540985,0.7983831060238373,316,0.0043827708175203
122,4.173670707604824,0.3083032852564102,0.0,0.0,0.1829748956820903,0.5281411788402459,0.7992547334768834,312,0.0040962803364816
123,4.107652247257722,0.393369391025641,0.0,0.0,0.1831751913596422,0.5278383039511167,0.7990762701401344,308,0.0038184020435209
124,4.273497669513409,0.3446013621794871,0.0,0.0,0.1815398938380754,0.5282169916690924,0.8018828951395475,304,0.0035492864146358
125,4.0555369878426575,0.3386318108974359,0.5151,0.7598,0.1829546861159496,0.5315371129757319,0.8006747997724093,300,0.0032890791806869
126,4.17753263375698,0.3244691506410256,0.0,0.0,0.1816916965521298,0.5304336511171781,0.8031398684550555,296,0.0030379212484816
127,4.156779495875041,0.3662059294871795,0.0,0.0,0.1817724208037058,0.5301750232011844,0.8043697592539665,292,0.0027959486244711
128,4.233520363538693,0.339473157051282,0.0,0.0,0.1810039524084482,0.5309096888089792,0.8062894445199232,288,0.0025632923410998
129,4.212977455823849,0.3159955929487179,0.0,0.0,0.1809498084661288,0.5297052682974399,0.8066812142347678,284,0.0023400783858496
130,4.011459608567066,0.3388621794871795,0.5096,0.7604,0.1821663360565136,0.5301700324584276,0.8075525797330416,280,0.0021264276330148
131,4.174049930083446,0.3421474358974359,0.0,0.0,0.1807557760904996,0.529928646943508,0.8098988529963371,276,0.0019224557782472
132,4.080449775549082,0.3882512019230769,0.0,0.0,0.1815437921346762,0.530127089145856,0.8107852682089194,272,0.0017282732759045
133,4.1840925791324715,0.39204727564102565,0.0,0.0,0.18053484520851037,0.5308943583415104,0.8121722869383983,268,0.001543985279237209
134,4.072917543313442,0.36338141025641024,0.0,0.0,0.18123541413209376,0.5319828589757284,0.8128225244008578,264,0.0013696915834465813
135,4.13719433148702,0.32954727564102565,0.5174,0.7653,0.18072372101820433,0.5322098892468673,0.814673963876871,260,0.0012054865716436237
136,4.105963428203876,0.31042668269230766,0.0,0.0,0.1807931233675052,0.5311370893930778,0.8161986885926662,256,0.001051459163738983
137,4.067723941802979,0.391786858974359,0.0,0.0,0.18087556354510478,0.5317406279918475,0.8174074707887111,252,0.0009076927682912542
138,4.161730172083928,0.36533453525641024,0.0,0.0,0.1802407687291121,0.5321206875336476,0.8191725724782699,248,0.0007742652373397586
139,4.104853125107594,0.3833032852564103,0.0,0.0,0.18055543639721014,0.5313112425498473,0.819868781322088,244,0.0006512488242463151
140,4.0368781542166685,0.357802483974359,0.5255,0.7671,0.18101383562271411,0.5328548772212787,0.8214833488831154,240,0.0005387101445687595
141,4.144110339727157,0.35339543269230766,0.0,0.0,0.18007609912982353,0.5332580068172552,0.8236456904655848,236,0.00043671013998743325
142,4.138799661245102,0.37279647435897434,0.0,0.0,0.18005137833265158,0.532734561424989,0.8256726417786036,232,0.00034530404530421193
143,4.15920633047055,0.39340945512820513,0.0,0.0,0.1800514165407572,0.5332216198627765,0.8276132559164976,228,0.00026454135853186845
144,4.014431646542671,0.39259815705128204,0.0,0.0,0.18119359146326017,0.5330447184733855,0.8291918170757783,224,0.000194465814090028
145,4.035270439050136,0.38477564102564105,0.5246,0.7675,0.18090139337075062,0.5347408854044401,0.8310700728343083,220,0.0001351153591222164
146,3.9857555254911765,0.3844451121794872,0.0,0.0,0.18115521195607306,0.5335172555385492,0.8321853429843218,216,8.652213294680403e-05
147,4.0193126764052955,0.410917467948718,0.0,0.0,0.1809573118503277,0.5324265082677205,0.8349021893281203,212,4.871244965299982e-05
148,4.018219112738585,0.3834435096153846,0.0,0.0,0.18096639399345105,0.5323242023969308,0.8374952735045017,208,2.170678385131314e-05
149,4.192868548173171,0.340625,0.0,0.0,0.17977767586708068,0.5316533476878436,0.8400296574983841,204,5.519759586182886e-06
150,4.310471252294687,0.3108173076923077,0.525,0.7653,0.17885331435081286,0.5322005369724372,0.8433978958007616,200,1.6014241680822127e-07
